time,pos_x,pos_y,pos_z,euler_roll,euler_pitch,euler_yaw,task_vel_1,task_vel_2,task_vel_3,task_vel_4,task_vel_5,task_vel_6,task_acc_1,task_acc_2,task_acc_3,task_acc_4,task_acc_5,task_acc_6,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_acc_1,joint_acc_2,joint_acc_3,joint_acc_4,joint_acc_5,joint_acc_6,desired_pos_x,desired_pos_y,desired_pos_z,desired_euler_roll,desired_euler_pitch,desired_euler_yaw
1.356000000000001,0.45920692381329126,0.01753290842965489,0.587157748349354,-1.4653341577049452,0.1322023608275914,1.3305973639796669,1.505386137829894,1.2373045644776763,-1.6440916151792906,11.398800356420718,-3.1827434428121677,0.07976591570070285,-30.65896596172403,-21.45977063399233,22.765153362172907,-96.8667569186064,151.79271298180896,-117.89703597087448,-0.23407544843232497,-1.1527065334227333,0.8843761758895552,1.946313317855267,-4.5815780667170785,0.02013861381594471,1.3761326028063934,2.71382006477403,-0.057739306655462175,-3.1050237001610346,-11.89698043639149,0.02395068996078649,-41.628848286658275,-55.537734002791595,63.08032618082509,129.44112381042757,120.53039620147631,90.45013426139232,0.5,0.0,0.5,0.0,-0.0,0.0
1.358000000000001,0.4621900346063788,0.019982573943833803,0.5838501555149138,-1.4666208318125622,0.10824382872135503,1.3304382833458934,1.4870731234747099,1.2306071188412189,-1.6457185537908043,11.488627578602772,-3.4560571623272556,0.006336956758041096,-30.677560608396828,-21.643634823537997,23.078655053671653,-100.05229444933289,158.85313406950007,-114.70933643577646,-0.23146676066133787,-1.1474472500642618,0.8844338824723408,1.9395454280425024,-4.605668440013661,0.020192766856563432,1.3043438854935474,2.629641679235791,0.028853291392768543,-3.383944906382321,-12.045186648291198,0.02707652030936068,-40.73690989739105,-54.68026606153465,61.92171748153632,133.8159616605228,125.27140951191842,88.18482175794051,0.5,0.0,0.5,0.0,-0.0,0.0
1.360000000000001,0.4651377524612526,0.0224186742297985,0.5805406104491918,-1.4683819804831109,0.0839867526375756,1.330130640602247,1.4695487691572575,1.223291751346108,-1.6461714221335848,11.576582296351196,-3.7260089452504843,-0.05717612620083974,-30.69755051498035,-21.819198395187875,23.374782288800883,-103.18235068308644,165.867517471506,-111.66414001498539,-0.2289968505698462,-1.1423547944984669,0.8846666234481673,1.932223504366522,-4.630046085542783,0.020253178331731892,1.2349550457458274,2.5462277828974784,0.11637048791322602,-3.6609618379902154,-12.188822764561056,0.030205737584229928,-39.865806342510396,-53.77693358329294,60.66409966919967,138.30205146623462,129.96318327484082,86.00865740393269,0.5,0.0,0.5,0.0,-0.0,0.0
1.362000000000001,0.46805161661950073,0.024839882731807143,0.5772314665787356,-1.4706075558582756,0.05943788356048587,1.329718910285445,1.4527666920540465,1.215315132739123,-1.6454555076216177,11.66162850249563,-3.9923781772746154,-0.11054493429832588,-30.7178906542446,-21.98544734408095,23.653349643034616,-106.23762841096374,172.83207585442582,-108.76850829807863,-0.22666083245868537,-1.1374273357501319,0.8850757164213922,1.9243515965199776,-4.654700039638479,0.020319925131685915,1.1680090555804121,2.46372937416752,0.20454648661242014,-3.9359539232721437,-12.326977047848295,0.03337339997701198,-39.01757969724313,-52.82895933035977,59.307368593451685,142.8971159332161,134.58457706276553,83.91640167089867,0.5,0.0,0.5,0.0,-0.0,0.0
1.364000000000001,0.470933065204179,0.027244785346251844,0.5739250615171908,-1.4732894595730377,0.034606021770188046,1.3292475891554003,1.4366738099019867,1.2066337969515435,-1.6435819299798105,11.742737107522709,-4.254933928110795,-0.15356958679670257,-30.737398085271433,-22.141335657210263,23.91430371601526,-109.19889373966943,179.74268672209976,-106.0290753731184,-0.22445374300396986,-1.1326627284950168,0.885661896492145,1.9159340554773912,-4.679617536345003,0.020393142579231312,1.1035447273577568,2.382303627557517,0.2930900353764166,-4.208770521293192,-12.458748353261953,0.036608723772698484,-38.19413707952809,-51.83777974410876,57.85211105161391,147.5984473237963,139.1145919335997,81.90315657317771,0.5,0.0,0.5,0.0,-0.0,0.0
1.366000000000001,0.4737834223044787,0.029631880820853426,0.5706237053131566,-1.476421575426,0.009502091199688539,1.328761255555466,1.4212109129985993,1.197204712089694,-1.6405678189463633,11.81888768193004,-4.513434067059059,-0.18608476854017963,-30.754764971000114,-22.28579704228595,24.157725066755916,-112.04700733351488,186.59487779144894,-103.45192560378746,-0.2223705510076943,-1.1280585031027757,0.8864252686751949,1.906975594533659,-4.704784032550716,0.020473014036281198,1.0415959981377854,2.302112696120584,0.3816860915249561,-4.479230471866023,-12.583248102856329,0.03993572852494295,-37.39724519658109,-50.805054202265175,56.29963696409214,152.4028411256691,143.53240709381572,79.96432616866144,0.5,0.0,0.5,0.0,-0.0,0.0
1.368000000000001,0.4766038863049807,0.03199958230241264,0.5673296684020067,-1.4799998040019684,-0.01586079184797099,1.328304621722773,1.4063133453172982,1.1869858591906466,-1.6364364356142915,11.889070253353252,-4.76762402600714,-0.2079655125194342,-30.768573836638566,-22.417756964142594,24.38382910615183,-114.76295655146532,193.3838047839086,-101.04247582808992,-0.22040616855918643,-1.1236118584131527,0.8873652646143675,1.8974813514428772,-4.730183236689182,0.020559761580032088,0.9821912242539271,2.2233223448114425,0.46999796958627826,-4.747121545390923,-12.699602069233004,0.043373771875444764,-36.628523910126404,-49.73266898178832,54.65200010744635,157.30653021300424,147.81741380448287,78.09558236933938,0.5,0.0,0.5,0.0,-0.0,0.0
1.370000000000001,0.4793955196691315,0.03434622004018369,0.5640451693745624,-1.4840220968119928,-0.04146725489329692,1.3279225792505842,1.391911787410466,1.1759368099511902,-1.6312172327866095,11.952287144994019,-5.0172351912678765,-0.2191327070599871,-30.77731492196649,-22.536144809588148,24.592965845050298,-117.32788822673454,200.10422120981974,-98.80536227538398,-0.21855546355678904,-1.1193196575455118,0.888480604543863,1.887456951898655,-4.755797140559004,0.020653637559019014,0.9253525011986974,2.1461004338204135,0.5576699647477714,-5.01219977211107,-12.806951934910874,0.046937989493463284,-35.88943909787582,-48.62273576322422,52.91200631662351,162.3051192856624,151.9492457478988,76.29283555512814,0.5,0.0,0.5,0.0,-0.0,0.0
1.372000000000001,0.4821592403698483,0.03667004523532737,0.5607723626827336,-1.4884884873661313,-0.06729960967564699,1.3276602373269144,1.377933131329531,1.1640192948544101,-1.6249458510923076,12.007554854591634,-5.261982918501453,-0.21955832073319825,-30.779405431811295,-22.639906005826198,24.78561842489571,-119.72314208711566,206.75043997200433,-96.74433242511545,-0.21681327351076993,-1.1151784269951088,0.8897692654088568,1.876908574626961,-4.781606053781046,0.02075491686499972,0.8710950230095531,2.070615275201512,0.644330432496896,-5.274188635847098,-12.904456611021391,0.050639652990353085,-35.18129508437782,-47.47758462188445,51.08320834296684,167.39351948357995,155.907805430482,74.55220956562091,0.5,0.0,0.5,0.0,-0.0,0.0
1.374000000000001,0.4848958151391529,0.03896923501113933,0.5575133264069678,-1.4934011163817091,-0.09333779611856341,1.3275629527291555,1.3643014356776535,1.1511977536562168,-1.6176640489271263,12.053905989271227,-5.501564181382392,-0.20927034138805645,-30.773210446881244,-22.728013928624105,24.96240038549768,-121.9302851321504,213.3162869392525,-94.86214195898415,-0.2151744205228514,-1.1111843592154789,0.8912284559942028,1.8658430183763142,-4.807588640419729,0.02086388977812228,0.8194264939592598,1.9970338898150044,0.7295952926729686,-5.532778125323341,-12.991293319341066,0.05448645656127921,-34.50522690220311,-46.299751570511155,49.169886863825376,172.56588321506032,159.6732866299844,72.87002071429427,0.5,0.0,0.5,0.0,-0.0,0.0
1.376000000000001,0.4876058546842037,0.0412418984643668,0.5542700502127967,-1.4987642480457786,-0.11955932938448681,1.3276763498408208,1.3509389471912956,1.137439860998015,-1.6094195654524892,12.090391290197898,-5.735654884310297,-0.18835742776276573,-30.75706522293713,-22.799481453137933,25.124051648962947,-123.93114765153489,219.79504703424095,-93.16045690666532,-0.2136337273156651,-1.107333318826295,0.8928545998236053,1.8542677710822932,-4.833721957349283,0.020980855261123768,0.7703466035931578,1.925520194591955,0.8130719147012451,-5.787623647010474,-13.066658464777337,0.05848274150074561,-33.86219262613306,-45.09196084315923,47.17701747144194,177.81553941635093,163.22619338385394,71.24276052924722,0.5,0.0,0.5,0.0,-0.0,0.0
1.378000000000001,0.490289810989817,0.043486083745303133,0.5510444236243618,-1.5045842738863655,-0.1459392497774058,1.3280463281739543,1.3377671739488006,1.122717020903159,-1.6002659168318405,12.116081800914294,-5.96390689185128,-0.15697327197201327,-30.729298580446237,-22.85337202116409,25.271433218798375,-125.70786196538768,226.17940383453393,-91.63976107310607,-0.21218603416736975,-1.103620852521679,0.8946433264847865,1.8421910814480855,-4.859981494049358,0.021106114594347504,0.7238465741476758,1.8562331523079303,0.8943633305906286,-6.038344817103849,-13.129768350037333,0.06262966661186772,-33.25296600074817,-43.85710223688936,45.110223811571615,183.1349296808943,166.54735653726286,69.66708197427597,0.5,0.0,0.5,0.0,-0.0,0.0
1.380000000000001,0.4929479767983294,0.045699786103699486,0.5478382247420648,-1.5108697003561704,-0.17245007559103387,1.3287190540325073,1.324707994413709,1.1070048250011995,-1.5902621265546604,12.130071253144653,-6.185944852140486,-0.11534066783064087,-30.688257069035057,-22.888810121673128,25.405520607643638,-127.24290536392343,232.46137418838316,-90.29926888191363,-0.21082621659281042,-1.1000422026869057,0.8965894719120675,1.829622033114467,-4.886341213667373,0.021239965258070252,0.6799087872796679,1.789324917386705,0.9730727136405268,-6.284524166809295,-13.179859809007796,0.06692533186137417,-32.678129558054344,-42.59820395282899,42.97571738494428,188.51554596342228,169.61794939658262,68.13978894445529,0.5,0.0,0.5,0.0,-0.0,0.0
1.382000000000001,0.4955804873271577,0.04788095682886398,0.5446531095299763,-1.5176311156912945,-0.19906175944728338,1.329740932045519,1.3116847859869352,1.0902834704060949,-1.5794723910749857,12.131478762132732,-6.401362917473575,-0.0637552726426735,-30.63232958011764,-22.904991104743065,25.52739601567994,-128.51914909078556,238.6322398853174,-89.13684389140795,-0.20954920360283102,-1.0965923246633855,0.8986870880198153,1.8165706214858126,-4.912773595385206,0.021382694982864405,0.6385064949897057,1.7249390117601053,1.0488080538738938,-6.52570581432718,-13.216190858916095,0.07136486239707679,-32.13806839917834,-41.31840149802689,40.7802248576017,193.9478708774993,172.41950453691672,66.65782886169544,0.5,0.0,0.5,0.0,-0.0,0.0
1.384000000000001,0.4981873242531925,0.05002751300545211,0.5414906017969463,-1.5248811309783095,-0.22574164922900725,1.3311585513472732,1.2986235564832003,1.0725381341550981,-1.5679656820905774,12.119451938550055,-6.6097214919570835,-0.0025890381483383296,-30.559972075269975,-22.901190270396665,25.638239284869364,-129.51991551753838,244.68247897893653,-88.14892345056731,-0.20834999636726842,-1.0932659075342777,0.9009294619318077,1.8030478331289574,-4.939249678369473,0.021534575903277235,0.5996036177813052,1.6632085645539831,1.1211869559961443,-6.761394178427531,-13.238041492133629,0.07594046020641491,-31.632964795225814,-40.0209033216,38.53090404188472,199.42132196261727,174.93393425936955,65.21828821816341,0.5,0.0,0.5,0.0,-0.0,0.0
1.386000000000001,0.5007683219615514,0.05213734800103803,0.5383520839939548,-1.5326342896556158,-0.2524544553814434,1.3330186002054822,1.2854540618611559,1.053759301908414,-1.5558152866652684,12.093170533925417,-6.8105441624472975,0.06770673052114239,-30.46973209508315,-22.876771191519154,25.73931765293861,-130.2290458624066,250.60169991729842,-87.33045026858787,-0.2072236871040931,-1.090057398237364,0.9033091448958869,1.789065727465577,-4.965739107859562,0.021695858765688417,0.5631546315876589,1.6042546484568572,1.1898414820396133,-6.991052831690261,-13.24471474504459,0.0806414312055913,-31.16279374924627,-38.70895396077257,36.2352500031932,204.9242016918235,177.1435575537467,63.81839092911096,0.5,0.0,0.5,0.0,-0.0,0.0
1.388000000000001,0.5033231760243487,0.054208342597090634,0.5352387889494468,-1.5409069389106536,-0.27916222713157657,1.3353677419288779,1.2721108935156047,1.0339430491488788,-1.5430982861414377,12.051850739702223,-7.0033149940214035,0.1465987506923325,-30.360272711084242,-22.831193242485092,25.831974327286456,-130.63098088065078,256.37858217325527,-86.67481207390608,-0.20616547801627283,-1.0869610287490008,0.9058179908129821,1.774637520234586,-4.992210184244208,0.02186676715837655,0.5291045439101422,1.5481847441816623,1.2544229585476057,-7.214103615495472,-13.23553819232317,0.08545419634406702,-30.727319655362432,-37.38579556270237,33.90099301564415,210.44365541139908,179.0311366651968,62.45549936167423,0.5,0.0,0.5,0.0,-0.0,0.0
1.390000000000001,0.5058514538428892,0.05623837667088799,0.5321517926643257,-1.5497170556491227,-0.3058243410401414,1.338252443966889,1.258534518385698,1.0130912733653434,-1.5298949745219392,11.994750254832374,-7.187476393662385,0.23346966153822668,-30.23039557978798,-22.76401831136092,25.917615895193244,-130.71085686542838,262.00082755790174,-86.17379102703833,-0.2051707000982752,-1.083970846023844,0.9084472041467283,1.7597776679094568,-5.018629916282094,0.02204749175099093,0.4973889589988056,1.4950913625783637,1.3146066668731304,-7.429926162564638,-13.20986601894288,0.090362296307191,-30.326094193193498,-36.054628724810506,31.53599033127281,215.96563983273427,180.57992646089215,61.12711790264127,0.5,0.0,0.5,0.0,-0.0,0.0
1.392000000000001,0.5083526073538255,0.05822534133156408,0.5290920082887585,-1.559084018960947,-0.3323975062351296,1.3417187513081128,1.2446722549729543,0.9912118756417845,-1.516288216863161,11.9211742218713,-7.36242776427096,0.3276165648511589,-30.07906275151031,-22.674916673137137,25.997698585700597,-130.45461901888757,267.455126815512,-85.81752510693708,-0.2042348316347425,-1.0810807443202364,0.9111873968159243,1.7445019519197495,-5.044964079918367,0.02223818455198706,0.46793423176635757,1.4450508518038152,1.370096334598003,-7.637857994853618,-13.167081818136344,0.09534640049806416,-29.958455605397287,-34.71857365784276,29.148113942142267,221.4749051092373,181.77373972026749,59.830898916220576,0.5,0.0,0.5,0.0,-0.0,0.0
1.394000000000001,0.5108259876659281,0.0601671514083143,0.5260601814035044,-1.5690283203687978,-0.35883579164666957,1.3458119946743279,1.230479168065707,0.9683188897283908,-1.5023627483638835,11.83048210574826,-7.527525183887436,0.4282503556847888,-29.905416876552408,-22.563671994603713,26.073713403320987,-129.8491537614763,272.72714640365984,-85.59448428196477,-0.20335351621391093,-1.0782844994910816,0.9140286535078285,1.728827561153441,-5.071177284419119,0.022438953216100004,0.44065771041578494,1.3981224145773257,1.4206283459520705,-7.837195383154302,-13.10660225037573,0.10038433205647052,-29.623529522137424,-33.38063271991962,26.745136702381846,226.9549938968425,182.59703120820146,58.56465092268262,0.5,0.0,0.5,0.0,-0.0,0.0
1.396000000000001,0.5132708614588803,0.06206175818230816,0.5230568867283657,-1.5795712027251176,-0.38509068152740294,1.3505764237015696,1.2159188645533825,0.9444325560947835,-1.4882044154044625,11.72209555205994,-7.682082350226537,0.5344960212900256,-29.708799438174733,-22.430185429066405,26.147170167231515,-128.88244082884032,277.80154051831295,-85.49146486171294,-0.2025225800771488,-1.0755758047751436,0.9169606046863783,1.7127731708177447,-5.097233047770175,0.022649855459269303,0.4154680683810723,1.3543473579689875,1.4659755892749105,-8.027195167848097,-13.027881675527954,0.10545112158465028,-29.320231516192756,-32.043655393467645,24.33461933618103,232.38826107756958,183.0350029187399,57.32634880079205,0.5,0.0,0.5,0.0,-0.0,0.0
1.398000000000001,0.5156864289386609,0.06390716224575448,0.5200825263784983,-1.5907342185607276,-0.41111116644295803,1.356054755436678,1.2009641722658984,0.9195793377427248,-1.4738993609130926,11.595507212724208,-7.82537302620959,0.6453941132131233,-29.4887666271029,-22.274478742575283,26.219580514262894,-127.54372505650633,282.6619933867561,-85.49360595110406,-0.20173804862316846,-1.0729483075844441,0.9199725064064203,1.6963590153265575,-5.123093883444622,0.022870893664944214,0.39226572699015894,1.31374859534968,1.5059508600209706,-8.207077745593542,-12.930417837223706,0.11051910283745535,-29.04727159291944,-30.71030677656511,21.92380098424724,237.75591797758625,183.07373218716847,56.11414578175941,0.5,0.0,0.5,0.0,-0.0,0.0
1.400000000000001,0.5180718431056353,0.06570142636173303,0.5171373297844655,-1.6025386991534765,-0.4368438776813803,1.3622876292239408,1.1855976834334099,0.8937918737960584,-1.459533158198746,11.450290466678544,-7.956635205915988,0.7599036170883348,-29.24510245913015,-22.09669639471317,26.29243996149435,-125.82370658254624,287.2912965746431,-85.5844323299993,-0.2009961618810011,-1.070395646750469,0.9230533258839609,1.679606952482787,-5.148721400714835,0.023102009792395933,0.37094337108367453,1.2763304169876057,1.5404097387703515,-8.376031421885207,-12.813758635106314,0.11555806372585989,-28.803160836222116,-29.383040631357375,19.519496028000173,243.038104885956,182.70032345829227,54.926386960905134,0.5,0.0,0.5,0.0,-0.0,0.0
1.402000000000001,0.5204262300518606,0.06744268818702961,0.5142213553826729,-1.6150051267814485,-0.4622332735696744,1.36931296060663,1.1698121443284197,0.8671088662178089,-1.4451898998278718,11.286109893412549,-8.075077190102093,0.8769064539107616,-28.977828729898132,-21.89710647870664,26.367209175172597,-123.71474683399543,291.6714654909627,-85.7459282890861,-0.20029338876007605,-1.067911489666128,0.9261918316151433,1.6625405158588895,-5.174076420649672,0.02334308072320194,0.3513865604625333,1.2420785421704958,1.5692528655912017,-8.533218311948767,-12.677509967418414,0.1205354654030036,-28.586220440513806,-28.0640779698559,17.12799996712271,248.21399542791085,181.90308337695606,53.76162400636321,0.5,0.0,0.5,0.0,-0.0,0.0
1.404000000000001,0.5227487099641556,0.06912917270773758,0.5113344941677551,-1.6281524047783402,-0.4872218863947483,1.377165189436538,1.1536106731680664,0.839574894568541,-1.4309512511995401,11.102732279896696,-8.179885714255024,0.9952138416569041,-28.687211404290615,-21.676100410413753,26.445294656144377,-121.21108615015919,295.78389838492626,-85.95864689226742,-0.199626439879511,-1.065489568743127,0.9293766866861962,1.6451849519786592,-5.199119109778416,0.023593914204775798,0.33347444028251433,1.210960461500543,1.5924275355264732,-8.6777819401151,-12.521344564372273,0.12541674078692866,-28.39459335433533,-26.75539205622917,14.755007097322515,253.26193582037232,180.67171755427492,52.61863069344586,0.5,0.0,0.5,0.0,-0.0,0.0
1.406000000000001,0.525038418470717,0.07075920422460746,0.5084764751763889,-1.64199702335346,-0.5117506383856373,1.385874421188771,1.137006789682065,0.8112401536570993,-1.4168954820753092,10.900037860454843,-8.270236208746583,1.113574723452852,-28.37376305772731,-21.434191246448282,26.528029125521307,-118.30906730352928,299.6095798817196,-86.20185873619496,-0.1989922787731871,-1.0631237165971588,0.9325965437776418,1.6275672387007876,-5.223809133105834,0.023854245567753226,0.31708055316196354,1.1829260729840945,1.6099285457227555,-8.808856638935813,-12.345011663708803,0.1301656814887134,-28.226258739386438,-25.45870056004407,12.405542624150385,258.15962119976376,178.99754589696593,51.49641884030145,0.5,0.0,0.5,0.0,-0.0,0.0
1.408000000000001,0.5272945279334313,0.07233121771308085,0.5056468729419024,-1.6565521238924295,-0.5357592343949324,1.395465465714016,1.1200242421468074,0.7821601093760295,-1.4030964932430623,10.678031409058278,-8.34530518967169,1.2306864250774496,-28.038241028582977,-21.172010511087827,26.616651973618737,-115.00735759868314,303.12932948872253,-86.45374347880147,-0.19838813126390195,-1.0608078993779908,0.9358401402449092,1.6097160811347322,-5.2481058277186845,0.024123735405103163,0.30207375464257225,1.157908609584003,1.621798233633706,-8.925578783027708,-12.148347306425002,0.13474491867496907,-28.079049404919033,-24.17546540316308,10.08391163670258,262.88431004114153,176.87373182353946,50.39425416702188,0.5,0.0,0.5,0.0,-0.0,0.0
1.410000000000001,0.5295162682581779,0.0738437693729535,0.5028451169205235,-1.6718264707775095,-0.5591866373903542,1.4059567844596343,1.1026966213595797,0.7523950690656039,-1.389622859449045,10.43685273024853,-8.404284681393632,1.3452076384931262,-27.681641009763496,-20.890303422081015,26.712290214319545,-111.307160775285,306.3240935364463,-86.6916261705618,-0.1978114928006773,-1.0585362476800877,0.9390963915621724,1.591661881515964,-5.2719683976315395,0.02440196840288612,0.28831923161232836,1.1358258489515567,1.6281256586315471,-9.027099809384103,-11.931284956427362,0.1391164988914776,-27.950672309185382,-22.906900603200334,7.793667034558164,267.41307618523365,174.29551910584053,49.31167154834145,0.5,0.0,0.5,0.0,-0.0,0.0
1.412000000000001,0.531702946774255,0.07529554617615009,0.500070502843404,-1.687823347710371,-0.5819716305155674,1.4173593655745684,1.0850667561071154,0.7220096644826842,-1.3765369133563814,10.176786035182126,-8.44639846040436,1.4557737389553973,-27.305185906304562,-20.58992242884471,26.81594045842516,-107.21240874518189,309.17527675050405,-86.89225873478203,-0.19726013356007654,-1.0563030845037997,0.942354481355957,1.5734366797605368,-5.295356129786298,0.0246884535036916,0.2756796203003862,1.1165815881440027,1.6290448968923035,-9.112600877713577,-11.693866077379404,0.1432425504027407,-27.83873212557989,-21.653988130788445,5.537598039022024,271.7230961892028,171.26046856368697,48.24848908132259,0.5,0.0,0.5,0.0,-0.0,0.0
1.414000000000001,0.5338539667248126,0.07668537421970453,0.49732220589468945,-1.7045394049644556,-0.60405346621748,1.4296755561258359,1.067185891176473,0.6910722478815827,-1.3638938981674054,9.898267650374734,-8.470919789572804,1.5610143327596688,-26.910309915453055,-20.271819013758417,26.92845247480087,-102.72992239754248,311.66510717483186,-87.0321448363575,-0.19673210112705886,-1.0541029497889265,0.9456039462397724,1.5550740619300991,-5.318228630263488,0.024982625562436262,0.264016216508845,1.1000673574366417,1.6247324419077065,-9.18130891521885,-11.436250238595019,0.14708602937232973,-27.740757752480416,-20.417501473092873,3.3177403197755106,275.79196768787165,167.768685517528,47.20482034580531,0.5,0.0,0.5,0.0,-0.0,0.0
1.416000000000001,0.5359688439158458,0.078012225696207,0.49459929555681936,-1.7219634945773648,-0.6253725987355842,1.4428978914988868,1.0491126567163858,0.659654204798574,-1.3517412182521307,9.601891495712877,-8.477190189018119,1.659572804981853,-26.498637943640503,-19.93703375813177,27.050514938473867,-97.86953044982471,313.7770256177598,-87.0879039295861,-0.19622572059509655,-1.051930621112554,0.9488347537003258,1.5366090345778984,-5.340546078814204,0.02528384861956319,0.2531902659811563,1.0861643381861494,1.6154037302767037,-9.232513676100309,-11.158724275357724,0.1506115285634641,-27.654231506229625,-19.198036243786984,1.1354080357742222,279.59805230424774,163.8230278938309,46.18108419868977,0.5,0.0,0.5,0.0,-0.0,0.0
1.418000000000001,0.5380472210945411,0.07927522430695946,0.4919007519027444,-1.7400755415516553,-0.6458714911602237,1.4570079732314456,1.0309118464638687,0.6278291907530913,-1.3401178172592831,9.288411791371493,-8.464638673438959,1.7501274984214101,-26.071960655088994,-19.58668473742768,27.18264396230683,-92.64413572809588,315.4960883471107,-87.03666761348482,-0.1957395919601838,-1.049781130231384,0.9520373713879611,1.5180778639081707,-5.362269498821146,0.025591420868851338,0.24306431745636295,1.0747454405850405,1.6013088438176257,-9.26558533486383,-10.861710003470973,0.15378612464407337,-27.576620582695963,-17.996046817017103,-1.0087527563927563,283.1208345285937,159.42928430678103,45.178011415213774,0.5,0.0,0.5,0.0,-0.0,0.0
1.420000000000001,0.5400888796703008,0.0804736489647399,0.4892254830543701,-1.758845509660921,-0.6654954824542451,1.471975457006838,1.0126530315109008,0.5956723030460248,-1.32905371143754,8.958742514742632,-8.43280078588507,1.8314140156230734,-25.632205639873554,-19.22195438252723,27.325174967257546,-87.06971941402008,316.8093696241539,-86.8564987254828,-0.1952725847294515,-1.0476497752539886,0.9552028263342575,1.4995178798409252,-5.3833610387983235,0.025904581337256115,0.2335036153661567,1.06567748869767,1.5827274731481693,-9.279992033622777,-10.54576998858904,0.15658023420238815,-27.5054102136187,-16.811887611585266,-3.1146907976939087,286.34128607040003,154.5963114232403,44.19664747358682,0.5,0.0,0.5,0.0,-0.0,0.0
1.422000000000001,0.5420937484541445,0.08160693566375027,0.4865723434714282,-1.7782325291240488,-0.684193693592746,1.4877572209538592,0.9944090452574603,0.563259202889361,-1.3185697020907683,8.613953229888773,-8.38133668535436,1.9022480065982927,-25.181405382250986,-18.84407502089129,27.478258362275156,-81.16527572995089,317.7063490581984,-86.52682108891076,-0.194823829721983,-1.0455321283477619,0.9583227528596672,1.4809672463866517,-5.40378426060256,0.026222518224929707,0.22437750373424262,1.0588234531134075,1.5599632627048567,-9.275316727136818,-10.211610902118371,0.1589684438367959,-27.438137790995466,-15.645857337093673,-5.182858849274441,289.24222366892695,149.3361205449166,43.23835077661313,0.5,0.0,0.5,0.0,-0.0,0.0
1.424000000000001,0.5440619091734742,0.08267467743366165,0.48394015268940327,-1.7981842586344199,-0.701919945749337,1.504296789177103,0.9762543832388662,0.53066520692912,-1.3086772852451665,8.255261051381728,-8.310047510308639,1.961547698046087,-24.72166288782305,-18.454313387916304,27.641859379158205,-74.95267221112438,318.1792678931054,-86.02884573623899,-0.19439270810571543,-1.0434240390144671,0.9613894282400631,1.4624647011363803,-5.423504428721364,0.026544378778500757,0.21556080813378883,1.0540446666473302,1.5333376901979587,-9.251272625135691,-9.860084059401956,0.16093027678552554,-27.372427099082557,-14.498244263200448,-7.214108784808851,291.808647411548,143.66390465973964,42.304785619496855,0.5,0.0,0.5,0.0,-0.0,0.0
1.426000000000001,0.5459935986167395,0.08367662234159821,0.48132771409324027,-1.8186365543579495,-0.7186336578203707,1.5215240849254827,0.958263567860692,0.49796437048372744,-1.299378768945287,7.8840186756685195,-8.218889250351175,2.0083553476802187,-24.255115974674872,-18.053954468335096,27.815762245190495,-68.45643401974819,318.2234383762599,-85.34597799631692,-0.19397883778758349,-1.0413216331015533,0.9643957955638525,1.4440492680808248,-5.44248879438546,0.026869280494547194,0.2069351590659752,1.0512029564568666,1.5031836618946564,-9.207716527777745,-9.492182832047906,0.1624508580232183,-27.306021692487242,-13.36937041246685,-9.20957670758848,294.028046411545,137.59799921532027,41.397909252434744,0.5,0.0,0.5,0.0,-0.0,0.0
1.428000000000001,0.547889207372125,0.08461266955857583,0.4787338332987303,-1.8395135120765889,-0.7343006862056057,1.5393555805523642,0.9405095320209196,0.4652285871767745,-1.2906675995637351,7.501698606323427,-8.10798341873863,2.041856780241038,-23.783901334037232,-17.644285083746574,27.999578686519136,-61.703454496456445,317.83749141712264,-84.46418926649127,-0.19358205735094286,-1.0392213078470314,0.9673354736159575,1.4257599492962563,-5.460706867887678,0.027196323378379135,0.1983902183203144,1.0501626272610096,1.4698390260525187,-9.144659392284261,-9.109036751109349,0.163521441915971,-27.23681640255749,-12.259632528563147,-11.17056288168232,295.89065934073864,131.15977247841082,40.51995245693166,0.5,0.0,0.5,0.0,-0.0,0.0
1.430000000000001,0.5497492752403239,0.08548286356283363,0.47615733571809976,-1.860727934700252,-0.7488940673598704,1.5576948965156878,0.9230620766025511,0.4325267308036917,-1.2825288887393316,7.109873901289832,-7.977623929556141,2.0613981872594818,-23.310119508204117,-17.22657767934842,28.19276055133715,-54.72263805963678,317.02354983634325,-83.37233773494233,-0.1932024078106497,-1.037119723376361,0.9702027540515262,1.4076354021796293,-5.478130672417037,0.02752460292136488,0.1898247701465796,1.050792235335251,1.4336402177843823,-9.062273558313425,-8.711902264679393,0.16413977149287118,-27.162885952419913,-11.169537749693209,-13.098411656771914,297.38967882449566,124.37344442636774,39.67339316412297,0.5,0.0,0.5,0.0,-0.0,0.0
